src,dst,weight,timestamp
user_000001,user_000274,0.021597011650971498,2026-02-14T15:34:16Z
user_000001,user_000498,0.022845568656098117,2026-02-14T15:34:16Z
user_000001,user_000094,0.029017628274690965,2026-02-14T15:34:16Z
user_000001,user_000152,0.010996697184961822,2026-02-14T15:34:16Z
user_000001,user_000280,0.037400952496216985,2026-02-14T15:34:16Z
user_000001,user_000216,0.026404919969644274,2026-02-14T15:34:16Z
user_000001,user_000298,0.028495815644232373,2026-02-14T15:34:16Z
user_000001,user_000750,0.03900850734657759,2026-02-14T15:34:16Z
user_000001,user_000757,0.04280305332774598,2026-02-14T15:34:16Z
user_000001,user_000416,0.030333889231107827,2026-02-14T15:34:16Z
user_000001,user_000659,0.060892561048884505,2026-02-14T15:34:16Z
user_000001,user_000840,0.01228946560706976,2026-02-14T15:34:16Z
user_000001,user_000838,0.031565822423392016,2026-02-14T15:34:16Z
user_000001,user_000577,0.025170392133528945,2026-02-14T15:34:16Z
user_000001,user_000227,0.042448151152322325,2026-02-14T15:34:16Z
user_000001,user_000270,0.04127458833289453,2026-02-14T15:34:16Z
user_000001,user_000541,0.04407154764688555,2026-02-14T15:34:16Z
user_000001,user_000336,0.037102604602242684,2026-02-14T15:34:16Z
user_000001,user_000305,0.01113402089766256,2026-02-14T15:34:16Z
user_000001,user_000609,0.037916644290147905,2026-02-14T15:34:16Z
user_000001,user_000468,0.05087926381889528,2026-02-14T15:34:16Z
user_000001,user_000351,0.07497247925352182,2026-02-14T15:34:16Z
user_000001,user_000111,0.07303394514796377,2026-02-14T15:34:16Z
user_000001,user_000704,0.05171336808695843,2026-02-14T15:34:16Z
user_000001,user_000338,0.033997820646529994,2026-02-14T15:34:16Z
user_000001,user_000858,0.055714808677550194,2026-02-14T15:34:16Z
user_000001,user_000503,0.012423731156042055,2026-02-14T15:34:16Z
user_000001,user_000612,0.04801154726761658,2026-02-14T15:34:16Z
user_000001,user_000537,0.020356273307789427,2026-02-14T15:34:16Z
user_000001,user_000975,0.06603166274585785,2026-02-14T15:34:16Z
user_000001,user_000044,0.03669535943692789,2026-02-14T15:34:16Z
user_000001,user_000027,0.045160152807349634,2026-02-14T15:34:16Z
user_000001,user_000323,0.07562295423262266,2026-02-14T15:34:16Z
user_000001,user_000864,0.035250269930451134,2026-02-14T15:34:16Z
user_000001,user_000523,0.0311088102725682,2026-02-14T15:34:16Z
user_000001,user_000239,0.06423388690117232,2026-02-14T15:34:16Z
user_000001,user_000153,0.07910890698016029,2026-02-14T15:34:16Z
user_000001,user_000434,0.07702633707083542,2026-02-14T15:34:16Z
user_000001,user_000658,0.045639342414746376,2026-02-14T15:34:16Z
user_000001,user_000600,0.07511790194532283,2026-02-14T15:34:16Z
user_000001,user_000484,0.04646628575888956,2026-02-14T15:34:16Z
user_000001,user_000653,0.02163506834916732,2026-02-14T15:34:16Z
user_000001,user_000245,0.024827908715778814,2026-02-14T15:34:16Z
user_000001,user_000991,0.016446102055912452,2026-02-14T15:34:16Z
user_000001,user_000055,0.03882479655822447,2026-02-14T15:34:16Z
user_000001,user_000446,0.02883851581126722,2026-02-14T15:34:16Z
user_000001,user_000954,0.020501756398416546,2026-02-14T15:34:16Z
user_000001,user_000965,0.04527040818432725,2026-02-14T15:34:16Z
user_000001,user_000760,0.04166196232092341,2026-02-14T15:34:16Z
user_000001,user_000924,0.04363243785636692,2026-02-14T15:34:16Z
user_000001,user_000062,0.026307003158206478,2026-02-14T15:34:16Z
user_000001,user_000074,0.04429249047173363,2026-02-14T15:34:16Z
user_000001,user_000451,0.05873394017478592,2026-02-14T15:34:16Z
user_000001,user_000971,0.030946519159938395,2026-02-14T15:34:16Z
user_000001,user_000920,0.06105326569509972,2026-02-14T15:34:16Z
user_000001,user_000623,0.019959204478501368,2026-02-14T15:34:16Z
user_000001,user_000534,0.05286897248993542,2026-02-14T15:34:16Z
user_000001,user_000648,0.041367276034610205,2026-02-14T15:34:16Z
user_000001,user_000160,0.05262134400160563,2026-02-14T15:34:16Z
user_000001,user_000989,0.030609798197996998,2026-02-14T15:34:16Z
user_000001,user_000736,0.013031689387244322,2026-02-14T15:34:16Z
user_000001,user_000998,0.03030496081555093,2026-02-14T15:34:16Z
user_000001,user_000769,0.05072220619055435,2026-02-14T15:34:16Z
user_000001,user_000043,0.077341657996913,2026-02-14T15:34:16Z
user_000001,user_000631,0.025888933312224426,2026-02-14T15:34:16Z
user_000001,user_000346,0.032483348443822495,2026-02-14T15:34:16Z
user_000001,user_000640,0.03927767760277251,2026-02-14T15:34:16Z
user_000001,user_000183,0.03508300981740191,2026-02-14T15:34:16Z
user_000001,user_000513,0.026124439952226287,2026-02-14T15:34:16Z
user_000001,user_000569,0.03468976856929256,2026-02-14T15:34:16Z
user_000001,user_000251,0.012840127789633343,2026-02-14T15:34:16Z
user_000001,user_000910,0.03755489553543174,2026-02-14T15:34:16Z
user_000001,user_000735,0.05456191416850047,2026-02-14T15:34:16Z
user_000001,user_000755,0.01535995156971207,2026-02-14T15:34:16Z
user_000001,user_000240,0.07302615636903143,2026-02-14T15:34:16Z
user_000001,user_000185,0.023836487661372377,2026-02-14T15:34:16Z
user_000001,user_000548,0.033949749052306265,2026-02-14T15:34:16Z
user_000001,user_000342,0.03156835536477954,2026-02-14T15:34:16Z
user_000001,user_000641,0.02893372088344564,2026-02-14T15:34:16Z
user_000001,user_000741,0.07389888680178969,2026-02-14T15:34:16Z
user_000001,user_000719,0.06814156998992726,2026-02-14T15:34:16Z
user_000001,user_000386,0.04126048203030564,2026-02-14T15:34:16Z
user_000001,user_000845,0.025468565543228818,2026-02-14T15:34:16Z
user_000001,user_000576,0.0764508253529486,2026-02-14T15:34:16Z
user_000001,user_000237,0.017887706975721986,2026-02-14T15:34:16Z
user_000001,user_000985,0.03344065041378384,2026-02-14T15:34:16Z
user_000001,user_000327,0.0525292766220147,2026-02-14T15:34:16Z
user_000001,user_000121,0.03746721714160293,2026-02-14T15:34:16Z
user_000001,user_000079,0.016646725182851763,2026-02-14T15:34:16Z
user_000001,user_000439,0.02200855513161391,2026-02-14T15:34:16Z
user_000001,user_000867,0.022194012181761015,2026-02-14T15:34:16Z
user_000001,user_000715,0.03944496778088571,2026-02-14T15:34:16Z
user_000001,user_000081,0.011355406335362105,2026-02-14T15:34:16Z
user_000001,user_000714,0.04692088948430939,2026-02-14T15:34:16Z
user_000001,user_000058,0.018813936121834678,2026-02-14T15:34:16Z
user_000001,user_000847,0.06755274212982197,2026-02-14T15:34:16Z
user_000001,user_000395,0.04617389839763725,2026-02-14T15:34:16Z
user_000001,user_000356,0.025267225712124128,2026-02-14T15:34:16Z
user_000001,user_000095,0.01327363251596987,2026-02-14T15:34:16Z
user_000001,user_000968,0.03319328159610739,2026-02-14T15:34:16Z
user_000001,user_000671,0.026933794093495545,2026-02-14T15:34:16Z
user_000001,user_000098,0.012024336153784456,2026-02-14T15:34:16Z
user_000001,user_000223,0.07740420438686348,2026-02-14T15:34:16Z
user_000001,user_000529,0.0782067069171769,2026-02-14T15:34:16Z
user_000001,user_000155,0.07870351645914084,2026-02-14T15:34:16Z
user_000001,user_000785,0.06949176337435584,2026-02-14T15:34:16Z
user_000001,user_000177,0.06166835670315001,2026-02-14T15:34:16Z
user_000001,user_000170,0.04839782363917067,2026-02-14T15:34:16Z
user_000001,user_000427,0.050515152350634585,2026-02-14T15:34:16Z
user_000001,user_000159,0.02419104125123983,2026-02-14T15:34:16Z
user_000001,user_000936,0.025129112814625564,2026-02-14T15:34:16Z
user_000001,user_000791,0.023563580314429,2026-02-14T15:34:16Z
user_000001,user_000203,0.05657595215336549,2026-02-14T15:34:16Z
user_000001,user_000390,0.05608856312265804,2026-02-14T15:34:16Z
user_000001,user_000783,0.024674073421448214,2026-02-14T15:34:16Z
user_000001,user_000349,0.0336644091391632,2026-02-14T15:34:16Z
user_000001,user_000525,0.025155697288316743,2026-02-14T15:34:16Z
user_000001,user_000563,0.03476805125321646,2026-02-14T15:34:16Z
user_000001,user_000236,0.06220298818646906,2026-02-14T15:34:16Z
user_000001,user_000988,0.052296544392324215,2026-02-14T15:34:16Z
user_000001,user_000283,0.032067653453039316,2026-02-14T15:34:16Z
user_000001,user_000738,0.017178430460521775,2026-02-14T15:34:16Z
user_000001,user_000632,0.03266800078244491,2026-02-14T15:34:16Z
user_000001,user_000890,0.022702938176095228,2026-02-14T15:34:16Z
user_000002,user_000990,0.024970589116286575,2026-02-14T15:34:16Z
user_000002,user_000674,0.03956423238059941,2026-02-14T15:34:16Z
user_000002,user_000637,0.06591228758049737,2026-02-14T15:34:16Z
user_000002,user_000946,0.04584428848459474,2026-02-14T15:34:16Z
user_000002,user_000824,0.03484973456209684,2026-02-14T15:34:16Z
user_000002,user_000819,0.05997000310406277,2026-02-14T15:34:16Z
user_000002,user_000463,0.030213741132239274,2026-02-14T15:34:16Z
user_000002,user_000791,0.028098718643948094,2026-02-14T15:34:16Z
user_000002,user_000408,0.07409234621067723,2026-02-14T15:34:16Z
user_000002,user_000073,0.03595969284354685,2026-02-14T15:34:16Z
user_000002,user_000249,0.029699462501108755,2026-02-14T15:34:16Z
user_000002,user_000366,0.02072995618536749,2026-02-14T15:34:16Z
user_000002,user_000353,0.03465870432958499,2026-02-14T15:34:16Z
user_000002,user_000136,0.043466991031088455,2026-02-14T15:34:16Z
user_000002,user_000725,0.0717667927699809,2026-02-14T15:34:16Z
user_000002,user_000144,0.025603503493646273,2026-02-14T15:34:16Z
user_000002,user_000006,0.031746933452541336,2026-02-14T15:34:16Z
user_000002,user_000716,0.0535692701931641,2026-02-14T15:34:16Z
user_000002,user_000932,0.025568653723315207,2026-02-14T15:34:16Z
user_000002,user_000159,0.017966505919509407,2026-02-14T15:34:16Z
user_000002,user_000935,0.07945799308761942,2026-02-14T15:34:16Z
user_000002,user_000134,0.027150592788648904,2026-02-14T15:34:16Z
user_000002,user_000944,0.025599162961671626,2026-02-14T15:34:16Z
user_000002,user_000862,0.018177348590382888,2026-02-14T15:34:16Z
user_000002,user_000456,0.03656868725048922,2026-02-14T15:34:16Z
user_000002,user_000998,0.0458793226086321,2026-02-14T15:34:16Z
user_000002,user_000446,0.06539317927799898,2026-02-14T15:34:16Z
user_000002,user_000103,0.07871988346016295,2026-02-14T15:34:16Z
user_000002,user_000676,0.011326017141579974,2026-02-14T15:34:16Z
user_000002,user_000503,0.03571305010057246,2026-02-14T15:34:16Z
user_000002,user_000469,0.01562094993316916,2026-02-14T15:34:16Z
user_000002,user_000684,0.040222367345053876,2026-02-14T15:34:16Z
user_000002,user_000030,0.06403825841822919,2026-02-14T15:34:16Z
user_000002,user_000036,0.058117817733695225,2026-02-14T15:34:16Z
user_000002,user_000091,0.02755503933168539,2026-02-14T15:34:16Z
user_000002,user_000834,0.03120384251234035,2026-02-14T15:34:16Z
user_000002,user_000178,0.03153063316699702,2026-02-14T15:34:16Z
user_000002,user_000548,0.025241502135292217,2026-02-14T15:34:16Z
user_000002,user_000048,0.03453369076657332,2026-02-14T15:34:16Z
user_000002,user_000566,0.06014285691974781,2026-02-14T15:34:16Z
user_000002,user_000354,0.05677072120371112,2026-02-14T15:34:16Z
user_000002,user_000799,0.029749806445486256,2026-02-14T15:34:16Z
user_000002,user_000745,0.031322537084214876,2026-02-14T15:34:16Z
user_000002,user_000842,0.013229887182172289,2026-02-14T15:34:16Z
user_000002,user_000875,0.05058088736246461,2026-02-14T15:34:16Z
user_000002,user_000352,0.05060045271896607,2026-02-14T15:34:16Z
user_000002,user_000709,0.03597999001457944,2026-02-14T15:34:16Z
user_000002,user_000071,0.07762551044231371,2026-02-14T15:34:16Z
user_000002,user_000465,0.07650142877299936,2026-02-14T15:34:16Z
